TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-08T09:00:44.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T09:03:37.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T09:04:52.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T09:07:20.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T09:33:48.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T09:36:26.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T09:43:18.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T09:52:30.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T09:53:48.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T10:06:55.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T10:16:39.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T10:17:26.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T10:20:45.000Z,liam.turner@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T10:23:32.000Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T10:24:19.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T10:26:06.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-08T10:26:55.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T10:27:17.000Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T10:29:30.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T10:34:45.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T10:35:02.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T10:35:55.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T10:38:34.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T10:38:36.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T10:44:25.000Z,olivia.chen@cloudora.io,Microsoft 365,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T10:49:25.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T10:54:09.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T10:59:04.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T11:04:17.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T11:04:37.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T11:05:02.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T11:05:20.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T11:06:19.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T11:12:20.000Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T11:25:07.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T11:32:02.000Z,emma.hayes@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T11:32:20.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T11:34:44.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T11:38:44.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T11:39:10.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T11:47:13.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T11:47:34.000Z,mira.shah@cloudora.io,Outlook Web,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T11:48:24.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T11:49:10.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T11:52:33.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T11:52:46.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T11:54:01.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T11:55:52.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T11:57:35.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T11:59:24.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T12:00:06.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T12:00:32.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,50126,Invalid username or password,Android 14,Chrome Mobile
2026-08-08T12:03:24.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T12:03:39.000Z,emma.hayes@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T12:06:08.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T12:10:23.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T12:15:27.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T12:27:41.000Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T12:35:31.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T12:36:31.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T12:37:49.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T12:40:51.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T12:43:06.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T12:45:25.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T12:59:45.000Z,ava.khan@cloudora.io,Microsoft 365,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T13:07:50.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-08T13:08:51.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:21:16.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T13:23:17.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T13:24:15.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:25:53.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T13:27:22.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T13:31:45.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:33:21.000Z,jack.morgan@cloudora.io,Cloudora Admin Portal,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T13:33:48.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T13:36:41.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:36:50.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T13:42:39.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T13:49:07.000Z,liam.turner@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T13:51:13.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T13:51:16.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:51:20.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:52:00.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T13:52:23.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T13:54:21.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T13:54:46.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T13:56:23.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T14:08:05.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T14:15:12.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T14:18:03.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T14:22:49.000Z,sofia.marino@cloudora.io,Outlook Web,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T14:29:16.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T14:31:22.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T14:45:09.000Z,ava.khan@cloudora.io,Microsoft 365,203.0.113.20,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T14:45:26.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T14:48:24.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T14:54:40.000Z,cole.burke@cloudora.io,SharePoint Online,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T14:55:37.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T14:59:47.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T15:03:59.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T15:06:19.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T15:07:15.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T15:10:44.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T15:34:58.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T15:36:07.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T15:43:09.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T15:49:43.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T15:50:02.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T15:54:36.000Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T15:56:50.000Z,mira.shah@cloudora.io,Outlook Web,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T15:57:19.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,50126,Invalid username or password,macOS 14,Safari 17
2026-08-08T16:06:06.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T16:11:04.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T16:12:49.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T16:13:06.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T16:15:42.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T16:16:20.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T16:16:39.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T16:25:38.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,50126,Invalid username or password,Android 14,Chrome Mobile
2026-08-08T16:26:08.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,50126,Invalid username or password,Windows 11,Edge 126
2026-08-08T16:30:25.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T16:32:19.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T16:44:00.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T16:52:58.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:00:56.000Z,jack.morgan@cloudora.io,SharePoint Online,198.51.100.26,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:02:52.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T17:04:22.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T17:05:27.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T17:05:29.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T17:14:53.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T17:20:38.000Z,ava.khan@cloudora.io,SharePoint Online,203.0.113.20,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T17:23:37.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T17:23:37.000Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T17:24:13.000Z,jack.morgan@cloudora.io,Cloudora Admin Portal,198.51.100.26,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:30:16.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:31:33.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T17:32:21.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T17:42:30.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T17:44:13.000Z,cole.burke@cloudora.io,SharePoint Online,198.51.100.25,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T17:49:43.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T17:54:29.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T18:11:47.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T18:12:28.000Z,mira.shah@cloudora.io,Outlook Web,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T18:12:51.000Z,liam.turner@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-08T18:13:55.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T18:21:01.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-08T18:22:12.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T18:36:47.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T18:38:54.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-08T18:42:48.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T18:43:19.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T18:43:48.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-08T18:47:42.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
